reports, acn, state, facility_website, main_activities, facility_id, postcode, abn, jurisdiction_code, jurisdiction_facility_id, primary_anzsic_class_code, first_report_year, facility_name, suburb, primary_anzsic_class_name, longitude, latitude, street_address, registered_business_name
19,"070478625","VIC","http://www.tascopetroleum.com.au","Petroleum product wholesaling.","530076","3585","73070478625","VIC","00004797","3321","1998/1999","South East Swan Hill","Swan Hill","Petroleum Product Wholesaling",143.559327,-35.33183,"CALTEX DEPOT CNR MARY ST & CHAPMAN ST","TASCO INLAND AUSTRALIA PTY LTD"
18,"070478625","VIC","http://www.tascopetroleum.com.au","Petroleum product wholesaling.","530116","3690","73070478625","VIC","00004799","3321","1998/1999","South East Wodonga","Wodonga","Petroleum Product Wholesaling",146.898047,-36.114451,"107 BRADFORD ST","TASCO INLAND AUSTRALIA PTY LTD"
7,"070478625","NSW","https://tascopetroleum.com.au/","Petroleum Storage and Wholesaling","575658","2650","73070478625","NSW","1271","3321","2010/2011","TASCO Bomen Depot","Bomen","Petroleum Product Wholesaling",147.412205,-35.069995,"34  Lewington St","TASCO INLAND AUSTRALIA PTY LTD"
17,"070478625","NSW","https://tascopetroleum.com.au/","Petroleum product wholesaling","491320","2645","73070478625","NSW","587","3321","2000/2001","TASCO South East Urana Depot","Urana","Petroleum Product Wholesaling",146.26781,-35.329472,"48 William Street","TASCO INLAND AUSTRALIA PTY LTD"
12,"070478625","NSW","https://tascopetroleum.com.au/","Petroleum product storage and wholesaling.","486568","2650",null,"NSW","270","3321","1998/1999","TASCO Wagga Wagga Depot","Wagga Wagga","Petroleum Product Wholesaling",147.377878,-35.122054,"cnr Railway Street and Lake Albert Road","TASCO INLAND AUSTRALIA PTY LTD"
19,"070478625","NSW","https://tascopetroleum.com.au/","Petroleum product storage and wholesaling.","486794","2880","73070478625","NSW","284","3321","1998/1999","Tasco Broken Hill Depot","Broken Hill","Petroleum Product Wholesaling",141.43209,-31.991124,"5 Kanandah Rd","TASCO INLAND AUSTRALIA PTY LTD"
2,"070478625","NSW","https://tascopetroleum.com.au/","Petroleum Product Wholesaling","626016","2705","73070478625","NSW","1470","3321","2015/2016","Tasco Leeton Petroleum Depot","Leeton","Petroleum Product Wholesaling",146.392749,-34.553624,"9-11 Brady Way","TASCO INLAND AUSTRALIA PTY LTD"
19,"070478625","VIC",null,"Petroleum product storage and wholesaling","530422","3549","73070478625","VIC","00004827","3321","1998/1999","Tasco Robinvale","Robinvale","Petroleum Product Wholesaling",142.768919,-34.592912,"MOBIL DEPOT MOORE ST","TASCO INLAND AUSTRALIA PTY LTD"
15,"070478625","NSW","https://tascopetroleum.com.au/","Bulk petroleum wholesaling","494498","2731","73070478625","NSW","823","3321","2002/2003","Tasco South East Bunnaloo Petroleum Depot","Bunnaloo","Petroleum Product Wholesaling",144.594338,-35.780429,"RMB 520 Mathoura Road","TASCO INLAND AUSTRALIA PTY LTD"
12,"009483309","TAS","http://www.tascot.com.au","Manufacture of woven and bonded carpet","521092","7310","13009483309","TAS","TAS 138","1331","1998/1999","Tascot","Devonport East","Textile Floor Covering Manufacturing",146.375484,-41.174229,"TARLETON ST","TASCOT TEMPLETON CARPETS P/L"
3,"005062082","VIC","http://www.tasmangroup.com.au","Meat Processing (Beef)","527658","3730","65005062082","VIC","00004454","1111","2005/2006","TASMAN GROUP SERVICES P/L","Yarrawonga","Meat Processing",146.00314,-36.05146,"HICKS LA","TASMAN GROUP SERVICES P/L"
2,"106588381","TAS","http://www.sullivanscovewhisky.com","Whisky Distillation","558202","7170","62106588381","TAS","Tas 462","1213","2009/2010","Tasmania Distillery","Cambridge","Spirit Manufacturing",147.4476,-42.8363055556,"1/14 Lamb Place","TASMANIA DISTILLERY PTY LTD"
17,"009480326","TAS",null,"Beef cattle feedlot","521172","7300","75009480326","TAS","TAS 145","0143","1999/2000","Powranna Feedlot","Powranna","Beef Cattle Feedlots (Specialised)",147.283891,-41.687251,"14532 MIDLANDS HWY","TASMANIA FEEDLOT P/L"
6,"009491990","TAS","http://www.tasmines.com.au","mining","567530","7321",null,"TAS","Tas 476","0990","2009/2010","Kara Mine","Hampshire","Other Non-Metallic Mineral Mining and Quarrying",145.7787118789,-41.3150157303,"683 Kara Road","TASMANIA MINES LTD"
7,"122089221","TAS",null,"Processing of Silica","575384","7325","51122089221","TAS","Tas 487","2090","2009/2010","Tasmanian Advanced Minerals","Wynyard","Other Non-Metallic Mineral Product Manufacturing",145.6960444191,-40.9815370744,"19 Stennings Road","TASMANIAN ADVANCED MINERALS PTY LTD"
18,"009502283","TAS","http://www.tasalk.com.au/","Manufacture of narcotic raw materials and poppy seed processing.","521130","7303","98009502283","TAS","TAS 140","1841","1998/1999","Tasmanian Alkaloids Pty. Ltd.","Westbury","Human Pharmaceutical and Medicinal Product Manufacturing",146.831168,-41.513885,"160 BIRRALEE RD","TASMANIAN ALKALOIDS P/L"
5,"149714198","TAS",null,"Dairy Product Manufacturing","596424","7330","12149714198","TAS","Tas 508","1133","2012/2013","Tasmanian Dairy Products Co Pty Ltd","Smithton","Cheese and Other Dairy Product Manufacturing",145.14031,-40.862114,"2 Irishtown Road","TASMANIAN DAIRY PRODUCTS CO LTD"
18,"004456035","TAS","http://www.south32.net","Manganese ferroalloy smelter","521154","7253","23004456035","TAS","TAS 144","2110","1999/2000","TEMCO","Bell Bay","Iron Smelting and Steel Manufacturing",146.849881,-41.130892,"TEMCO RD","TASMANIAN ELECTRO METALLURGICAL CO PTY LTD"
12,"099760522","TAS",null,"Apple Canning and Drying Facility","521264","7112","71099760522","TAS","TAS 170","1140","1999/2000","Tasmanian Fruit Processing Company Pty Ltd","Cygnet","Fruit and Vegetable Processing",147.078785,-43.167701,"60 LYMINGTON RD","TASMANIAN FRUIT PROCESSING CO P/L"
15,"083052019","TAS",null,"Gas Supply","522904","7270","36083052019","TAS","TAS 382","2700","2002/2003","Beaconsfield Offtake (OT) (Tasmanian Gas Pipeline)","Beaconsfield","Gas Supply",146.867929,-41.202852,"AUBURN RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Natural Gas metering","523016","7253","36083052019","TAS","TAS 393","2700","2002/2003","Bell Bay Station (Meter Station) (Tasmanian Gas Pipeline)","Bell Bay","Gas Supply",146.903642,-41.14146,"BELL BAY POWER STATION TAMAR HWY","TASMANIAN GAS PIPELINE PTY LTD"
13,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Barred Tee Meter Station","522972","7030","36083052019","TAS","TAS 389","2700","2004/2005","Bridgewater Barred Tee","Brighton","Gas Supply",147.230102,-42.71848,"OFF MIDLAND HWY","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","Main Line Valve and Meter Station","522868","7320","36083052019","TAS","TAS 379","2700","2002/2003","Burnie MLV (MLV) (Tasmanian Gas Pipeline)","Burnie","Gas Supply",145.894574,-41.093967,"MOUNT RD","TASMANIAN GAS PIPELINE PTY LTD"
13,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","Meter Station","522940","7291","36083052019","TAS","TAS 385","2700","2004/2005","Carrick/Hadspen Offtake (OT)","Carrick","Gas Supply",147.024662,-41.526231,"BASS HWY","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Natural Gas Metering","522992","7253","36083052019","TAS","TAS 391","2700","2002/2003","Comalco offtake (Meter Station) (Tasmanian Gas Pipeline)","Bell Bay","Gas Supply",146.888154,-41.128293,"COMALCO TAMAR HWY","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Main Line Valve","523028","7304","36083052019","TAS","TAS 394","2700","2002/2003","Deloraine MLV (MLV) (Tasmanian Gas Pipeline)","Deloraine","Gas Supply",146.639859,-41.509848,"WEETAH RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Natural Gas Metering","522980","7253","36083052019","TAS","TAS 390","2700","2002/2003","Ecka offtake (Meter Station) (Tasmanian Gas Pipeline)","Bell Bay","Gas Supply",146.873764,-41.119057,"ECKA TAMAR HWY","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","Future off take","522916","7275","36083052019","TAS","TAS 383","2700","2002/2003","Exeter Offtake (OT) (Tasmanian Gas Pipeline)","Exeter","Gas Supply",146.936141,-41.282666,"TAMAR HWY 12 KM SE OF","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Main Line Valve","523004","7253","36083052019","TAS","TAS 392","2700","2002/2003","Five Mile Bluff MLV (MLV) (Tasmanian Natural Gas Project)","George Town","Gas Supply",146.892731,-41.033172,"OFF SOLDIER SETTLEMENT RD FIVE MILE BLUFF VIA","TASMANIAN GAS PIPELINE PTY LTD"
16,"084034695","NSW","http://www.teysaust.com.au","Meat processing","492850","2650","53084034695","NSW","703","1111","2001/2002","Teys Australia Wagga Wagga","Wagga Wagga","Meat Processing",147.409837,-35.078422,"Dampier Street","TEYS AUSTRALIA SOUTHERN PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Main Line Valve","522844","7315","36083052019","TAS","TAS 377","2700","2002/2003","Gawler MLV (Tasmanian Gas Pipeline)","Gawler","Gas Supply",146.163169,-41.192958,"RICKETTS RD","TASMANIAN GAS PIPELINE PTY LTD"
13,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Scraper Station","522956","7211","36083052019","TAS","TAS 387","2700","2004/2005","Isis Scraper Stn (Scraper Station)","Conara","Gas Supply",147.230603,-41.85542,"MAQUARIE RD ISIS 17 KM WEST OF","TASMANIAN GAS PIPELINE PTY LTD"
13,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","MLV","522964","7030","36083052019","TAS","TAS 388","2700","2004/2005","Jericho MLV (MLV)","Jericho","Gas Supply",147.282207,-42.381145,"LOWER MARSHES RD","TASMANIAN GAS PIPELINE PTY LTD"
13,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","Meter Station","522948","7301","36083052019","TAS","TAS 386","2700","2004/2005","Longford Offtake (OT)","Longford","Gas Supply",147.114221,-41.618189,"WESTERN ST","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","Future off take","522856","7316","36083052019","TAS","TAS 378","2700","2002/2003","Penguin Offtake (OT) (Tasmanian Gas Pipeline)","Penguin","Gas Supply",146.083406,-41.134749,"WHITE HILLS RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Natural Gas Metering","522892","7321","36083052019","TAS","TAS 381","2700","2002/2003","Port Latta Scraper Stn (Scraper/Meter Station)","Port Latta","Gas Supply",145.381467,-40.856683,"PIPELINE RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Main Line Valve","522820","7305","36083052019","TAS","TAS 375","2700","2002/2003","Railton MLV (MLV) (Tasmanian Gas Pipeline)","Railton","Gas Supply",146.411851,-41.297891,"RAILTON RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Main Line Valve","522928","7292","36083052019","TAS","TAS 384","2700","2002/2003","Rosevale MLV (MLV) (Tasmanian Gas Pipeline)","Rosevale","Gas Supply",146.968638,-41.475759,"BRIDGENORTH RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","VIC",null,"Main Line Valve","535376","3851","36083052019","VIC","00022275","2700","2002/2003","Seaspray MLV","Seaspray","Gas Supply",147.18442,-38.362178,"OFF SHORELINE DR","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Meter Station","522832","7310","36083052019","TAS","TAS 376","2700","2002/2003","Spreyton Offtake (OT)","Devonport","Gas Supply",146.325058,-41.248627,"BUSTER RD","TASMANIAN GAS PIPELINE PTY LTD"
5,"083052019","TAS",null,"Gas transportation","598932","7315","36083052019","TAS","Tas 514","2700","2012/2013","Ulverstone","Ulverstone","Gas Supply",146.148743,-41.188705,"Prestion Road","TASMANIAN GAS PIPELINE PTY LTD"
7,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Gas Supply","584228","7303","36083052019","TAS","Tas 374","2700","2010/2011","Westbury 2","Westbury","Gas Supply",146.8289,-41.5127,"Birralee Road","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniagaspipeline.com.au","Meter Station","523040","7303","36083052019","TAS","TAS 395","2700","2002/2003","Westbury Offtake (OT) (Tasmanian Gas Pipeline)","Westbury","Gas Supply",146.828094,-41.513233,"BIRALEE RD","TASMANIAN GAS PIPELINE PTY LTD"
15,"083052019","TAS","http://www.tasmaniangaspipeline.com.au","Main Line Valve","522880","7325","36083052019","TAS","TAS 380","2700","2002/2003","Wynyard MLV (MLV) (Tasmanian Gas Pipeline)","Wynyard","Gas Supply",145.710142,-41.005167,"BASS HWY","TASMANIAN GAS PIPELINE PTY LTD"
5,"114161938","TAS","http://www.tasports.com.au","Provision of wharf infrastructure, towage and slipway facilities","575776","7253","82114161938","TAS","Tas 490","5212","2012/2013","Port of Bell Bay","Bell Bay","Port and Water Transport Terminal Operations",146.8664776339,-41.1322619372,"Mobil Road","TASMANIAN PORTS CORPORATION PTY LTD"
3,"114161938","TAS","http://www.tasports.com.au","Provision of wharf infrastructure, towage and slipway facilities","575772","7320","82114161938","TAS","Tas 489","5212","2014/2015","Port of Burnie","Burnie","Port and Water Transport Terminal Operations",145.9079184451,-41.0538840438,"Port Road","TASMANIAN PORTS CORPORATION PTY LTD"
3,"114161938","TAS","http://www.tasports.com.au","Provision of wharf infrastructure, towage and slipway facilities","575778","7310","82114161938","TAS","Tas 491","5212","2014/2015","Port of Devonport","Devonport","Port and Water Transport Terminal Operations",146.3624996756,-41.184883952,"48 Formby Road","TASMANIAN PORTS CORPORATION PTY LTD"
5,"114161938","TAS","http://www.tasports.com.au","Provision of wharf infrastructure, towage and slipway facilities","575784","7257","82114161938","TAS","Tas 493","5212","2012/2013","Port of Flinders Island","Lady Barron","Port and Water Transport Terminal Operations",148.24183,-40.213621,"Lady Barron Road","TASMANIAN PORTS CORPORATION PTY LTD"
5,"114161938","TAS","http://www.tasports.com.au","Provision of wharf infrastructure, towage and slipway facilities","575764","7000","82114161938","TAS","Tas 488","5212","2012/2013","Port of Hobart","Hobart","Port and Water Transport Terminal Operations",147.337635376,-42.8815942587,"1 Franklin Wharf","TASMANIAN PORTS CORPORATION PTY LTD"
5,"114161938","TAS","http://tasports.com.au","Port facilities","603224","7256","82114161938","TAS","Tas 515","5212","2012/2013","Port of King Island","Grassy","Port and Water Transport Terminal Operations",144.060268,-40.066126,"Grassy Harbour Road","TASMANIAN PORTS CORPORATION PTY LTD"
15,"133655008","TAS","http://www.cmwater.com.au","Sewerage Treatment","521654","7320","90133655008","TAS","TAS 218","2812","1999/2000","Burnie Waste Water Treatment Plant","Burnie","Sewerage and Drainage Services",145.943348,-41.065744,"BASS HWY","TASMANIAN WATER AND SEWERAGE CORPORATION (NORTH-WESTERN REGION) PTY LIMITED"
15,"133655008","TAS","http://www.cmwater.com.au","Wastewater Treatment","521598","7310","90133655008","TAS","TAS 215","2812","1998/1999","Pardoe Waste Water Treatment Plant","Devonport East","Sewerage and Drainage Services",146.400484,-41.172858,"287 BROOKE ST","TASMANIAN WATER AND SEWERAGE CORPORATION (NORTH-WESTERN REGION) PTY LIMITED"
13,"133655008","TAS",null,"Waste water treatment","521710","7330","90133655008","TAS","Tas 222","2812","1998/1999","Pelican Point Waste Water Treatment Plant","Smithton","Sewerage and Drainage Services",145.103985,-40.82282,"PONDS RD","TASMANIAN WATER AND SEWERAGE CORPORATION (NORTH-WESTERN REGION) PTY LIMITED"
13,"133655008","TAS","http://www.cmwater.com.au","Treatment of waste water for the town of Somerset.","521962","7322","90133655008","TAS","Tas 238","2812","2001/2002","Somerset Waste Water Treatment Plant","Somerset","Sewerage and Drainage Services",145.806283,-41.027032,"BASS HWY","TASMANIAN WATER AND SEWERAGE CORPORATION (NORTH-WESTERN REGION) PTY LIMITED"
15,"133655008","TAS","http://www.cmwater.com.au","Treatment of sewerage waste from mainly domestic sources","522080","7315","90133655008","TAS","Tas 254","2812","1998/1999","Ulverstone Wastewater Treatment Plant","Ulverstone","Sewerage and Drainage Services",146.146574,-41.15869,"KNIGHTS RD","TASMANIAN WATER AND SEWERAGE CORPORATION (NORTH-WESTERN REGION) PTY LIMITED"
13,"133655008","TAS","http://www.cmwater.com.au","Treatment of waste water for the town of Wynyard.","521840","7325","90133655008","TAS","Tas 230","2812","2001/2002","Wynyard Waste Water Treatment Plant","Wynyard","Sewerage and Drainage Services",145.758133,-41.001057,"WALKER ST","TASMANIAN WATER AND SEWERAGE CORPORATION (NORTH-WESTERN REGION) PTY LIMITED"
